Logger, apex7414:         	Automatically truncated logfile to 1048576
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29959 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Garbage collected 4 incoming messages, 0 left
Session, apex7414:        	Garbage collected 8 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29960 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31422 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
ResponseHandler, apex7414: 	Flood, waiting 27 seconds before repeating async call of messages.getDialogs with message ID 7093807920126623756...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29961 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 3 incoming messages, 0 left
Session, apex7414:        	Garbage collected 4 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31423 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31424 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29962 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31425 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29963 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31426 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29964 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31427 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29965 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29966 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31428 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29967 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31429 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29968 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31430 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 2 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31431 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29969 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29970 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31432 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29971 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31433 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29972 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31434 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29973 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31435 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31436 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29974 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31437 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29975 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29976 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31438 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31439 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29977 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31440 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29978 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31441 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29979 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 2 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29980 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31442 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29981 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31443 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29982 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31444 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29983 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31445 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31446 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29984 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29985 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31447 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
SessionPaths, apex7414:   	Waiting for exclusive lock of J:\LineBot Commad System\project\public\session.madeline.safe.php.lock...
SessionPaths, apex7414:   	Got exclusive lock of J:\LineBot Commad System\project\public\session.madeline.safe.php.lock...
SessionPaths, apex7414:   	Waiting for exclusive lock of J:\LineBot Commad System\project\public\session.madeline.lightState.php.lock...
SessionPaths, apex7414:   	Got exclusive lock of J:\LineBot Commad System\project\public\session.madeline.lightState.php.lock...
APIWrapper, apex7414:     	Saved session!
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29986 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31448 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29988 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31450 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
AckHandler, apex7414:     	Could not find messages.getDialogs in new_outgoing!
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31451 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29989 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 2 left
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
MsgIdHandler64, apex7414: 	Given message id (7093808048417498113) is bigger than or equal to the current limit (7093808048417476609). Please sync your date using NTP.
PingLoop, apex7414:       	Ping DC 2.0
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Garbage collected 6 incoming messages, 0 left
Session, apex7414:        	Garbage collected 8 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29990 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31452 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 2 left
MsgIdHandler64, apex7414: 	Given message id (7093808049481370625) is bigger than or equal to the current limit (7093808049481361409). Please sync your date using NTP.
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop channel 1194079285
DialogHandler, apex7414:  	Getting dialogs...
GarbageCollector, apex7414: 	gc_collect_cycles done. Cleaned memory: 0 Mb
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect rpc_result, not handled yet!
Session, apex7414:        	Garbage collected 5 incoming messages, 1 left
Session, apex7414:        	Garbage collected 4 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31453 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 1 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29991 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Garbage collected 5 incoming messages, 0 left
Session, apex7414:        	Garbage collected 10 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29992 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31454 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
ResponseHandler, apex7414: 	Flood, waiting 27 seconds before repeating async call of messages.getDialogs with message ID 7093808053270609920...
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29993 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31455 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29994 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31456 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31457 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29995 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29996 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31458 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31459 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29997 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31460 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29998 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29999 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31461 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
PingLoop, apex7414:       	Ping DC 4.0
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31462 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 2 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30000 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 1 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30001 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31463 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30002 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31464 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30003 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31465 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30004 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31466 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
PingLoop, apex7414:       	Ping DC 3.0
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31467 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30005 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
PingLoop, apex7414:       	Ping DC 5.0
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 0 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 2 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30006 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31468 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31469 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30007 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
PingLoop, apex7414:       	Ping DC 1.0
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31470 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30008 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 0 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30009 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31471 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31472 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30010 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 2 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31473 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30011 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31474 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30012 seconds ago, no response has been received or it wasn't yet handled!
